-1.16587,0.529631,-0.482872,0.15598
-1.12133,0.506914,-0.471623,0.112495
-1.07656,0.484645,-0.461609,0.100134
-1.0316,0.462767,-0.452889,0.0872029
-0.98651,0.441157,-0.446925,0.0596358
-0.941303,0.419796,-0.441415,0.0551064
-0.895992,0.398656,-0.436525,0.0488963
-0.850618,0.377652,-0.433549,0.0297603
-0.805184,0.356775,-0.430719,0.0282954
-0.759721,0.335965,-0.429277,0.0144199
-0.714226,0.315223,-0.427761,0.0151662
-0.668722,0.294502,-0.4273,0.0046119
-0.623204,0.27381,-0.426667,0.00632693
-0.577691,0.25311,-0.426856,-0.00188944
-0.532177,0.232409,-0.426866,-9.72727e-05
-0.486677,0.211678,-0.427515,-0.00649269
-0.441188,0.190926,-0.428,-0.00484951
-0.395718,0.170128,-0.42898,-0.00980246
-0.350275,0.149273,-0.43025,-0.0127038
-0.304854,0.128371,-0.431297,-0.010466
-0.25946,0.107409,-0.432614,-0.0131682
-0.214092,0.0863902,-0.433854,-0.0123971
-0.168755,0.0653056,-0.435309,-0.0145538
-0.123452,0.0441499,-0.43688,-0.0157057
-0.0781812,0.0229228,-0.438456,-0.0157613
-0.0329463,0.00162014,-0.440127,-0.0167094
0.0122501,-0.0197641,-0.44193,-0.0180366
0.0574069,-0.0412317,-0.443775,-0.0184501
0.102523,-0.062784,-0.445652,-0.0187698
0.147593,-0.084434,-0.447816,-0.0216399
0.192617,-0.10618,-0.449948,-0.0213217
0.237585,-0.128039,-0.452471,-0.0252298
0.282501,-0.150007,-0.454884,-0.0241212
0.327364,-0.172082,-0.457269,-0.0238506
0.372161,-0.194291,-0.460263,-0.0299395
0.416894,-0.216628,-0.463109,-0.0284677
0.461548,-0.239123,-0.466648,-0.0353871
0.506128,-0.261764,-0.469935,-0.0328739
0.550614,-0.284589,-0.474045,-0.0410933
0.595014,-0.307581,-0.477814,-0.0376919
0.639305,-0.330783,-0.482549,-0.0473495
0.683495,-0.354176,-0.48689,-0.0434135
0.727556,-0.377811,-0.49235,-0.0545978
0.771499,-0.401665,-0.497314,-0.049639
0.815291,-0.425795,-0.503627,-0.0631297
0.858904,-0.450248,-0.511015,-0.0738848
0.902355,-0.474986,-0.517558,-0.0654242
0.945604,-0.500076,-0.525684,-0.0812614
0.988614,-0.525575,-0.535145,-0.0946142
1.03141,-0.55143,-0.543463,-0.08318
1.07394,-0.577724,-0.553753,-0.102897
1.11614,-0.604531,-0.565853,-0.120997
1.15798,-0.631914,-0.579565,-0.137118
1.19939,-0.659937,-0.594956,-0.153915
1.24031,-0.688667,-0.612108,-0.171523
1.28068,-0.718173,-0.631201,-0.190927
